,Combined_Test_acc,Combined_Train_acc,Other_NLL,Other_OT,Test_NLL,Test_OT,Test_Test_acc,Test_Train_acc,Train_NLL,Train_OT,Train_Test_acc,Train_Train_acc,lip_loss,model_Test_acc,model_Train_acc
74,0.525,0.5972222222222222,575.8963012695312,13.420753479003906,599.5308227539062,14.724271774291992,0.8875,0.5,-1416.422119140625,13.121845245361328,0.6625,0.9972222222222222,189.47286987304688,0.5625,0.9888888888888889
75,0.525,0.5944444444444444,628.215087890625,13.426478385925293,651.020263671875,14.677102088928223,0.8875,0.5,-1419.6201171875,13.140813827514648,0.6625,0.9972222222222222,202.48292541503906,0.55,0.9916666666666667
76,0.525,0.5916666666666667,669.8843994140625,13.449162483215332,691.9022827148438,14.730599403381348,0.8875,0.5,-1426.873779296875,13.139607429504395,0.6375,0.9972222222222222,184.35882568359375,0.5625,0.9916666666666667
77,0.525,0.5861111111111111,730.16015625,13.403179168701172,760.450439453125,14.764643669128418,0.8875,0.5,-1397.564208984375,13.097350120544434,0.7,0.9972222222222222,186.13650512695312,0.5875,0.9888888888888889
78,0.525,0.5777777777777777,648.4619750976562,13.392424583435059,675.5055541992188,14.733818054199219,0.8875,0.5,-1429.2520751953125,13.12669563293457,0.65,0.9972222222222222,193.88758850097656,0.5875,0.9916666666666667
79,0.525,0.5722222222222222,666.0498046875,13.434508323669434,690.193359375,14.7380952835083,0.8875,0.5,-1436.3194580078125,13.114012718200684,0.625,0.9972222222222222,190.87646484375,0.575,0.9916666666666667
80,0.525,0.5694444444444444,717.1823120117188,13.412544250488281,746.3659057617188,14.718290328979492,0.8875,0.5,-1443.028564453125,13.100635528564453,0.6,0.9972222222222222,197.9281005859375,0.5625,0.9944444444444445
81,0.525,0.5666666666666667,781.4105834960938,13.453378677368164,814.5297241210938,14.724230766296387,0.8875,0.5,-1444.4405517578125,13.12907600402832,0.6125,0.9972222222222222,174.51986694335938,0.5875,0.9972222222222222
82,0.525,0.5611111111111111,827.450439453125,13.418010711669922,870.0543212890625,14.73173999786377,0.8875,0.5,-1447.7440185546875,13.135702133178711,0.6125,0.9972222222222222,206.08070373535156,0.6,0.9972222222222222
83,0.525,0.5666666666666667,859.2711791992188,13.41765308380127,897.3396606445312,14.726656913757324,0.8875,0.5,-1437.3482666015625,13.125921249389648,0.6375,0.9972222222222222,188.74093627929688,0.6125,0.9944444444444445
84,0.525,0.5472222222222223,819.3687744140625,13.475996971130371,847.7492065429688,14.67416000366211,0.8875,0.5,-1457.765625,13.130753517150879,0.5375,0.9972222222222222,211.328369140625,0.6125,0.9944444444444445
85,0.5125,0.5472222222222223,832.8676147460938,13.461592674255371,872.7525634765625,14.71722412109375,0.8875,0.5,-1461.6463623046875,13.138404846191406,0.5375,0.9972222222222222,181.54823303222656,0.6125,0.9972222222222222
86,0.525,0.55,876.196533203125,13.45980453491211,916.0907592773438,14.74338436126709,0.8875,0.5,-1465.9747314453125,13.132797241210938,0.525,0.9972222222222222,188.34335327148438,0.625,0.9944444444444445
87,0.525,0.5416666666666666,937.2532348632812,13.420272827148438,961.2398681640625,14.675931930541992,0.8875,0.5,-1465.5220947265625,13.141444206237793,0.5125,0.9972222222222222,190.88848876953125,0.625,0.9944444444444445
88,0.525,0.5388888888888889,949.5308227539062,13.494294166564941,991.248046875,14.735713958740234,0.8875,0.5,-1473.39453125,13.13002872467041,0.525,0.9972222222222222,165.89703369140625,0.625,0.9972222222222222
89,0.525,0.5388888888888889,986.4598388671875,13.427566528320312,1026.505126953125,14.729057312011719,0.8875,0.5,-1474.948974609375,13.115926742553711,0.525,0.9972222222222222,208.10028076171875,0.625,0.9972222222222222
90,0.525,0.5333333333333333,1005.5562744140625,13.413917541503906,1050.3099365234375,14.714770317077637,0.8875,0.5,-1480.8375244140625,13.144427299499512,0.525,0.9972222222222222,222.83775329589844,0.6375,0.9972222222222222
91,0.5125,0.5333333333333333,1037.83642578125,13.41172981262207,1080.8045654296875,14.759221076965332,0.8875,0.5,-1480.8094482421875,13.152454376220703,0.5125,0.9972222222222222,204.31222534179688,0.7,0.9972222222222222
92,0.525,0.5333333333333333,1043.0797119140625,13.460190773010254,1092.7606201171875,14.717058181762695,0.8875,0.5,-1483.865478515625,13.1332426071167,0.5,0.9972222222222222,198.86607360839844,0.65,0.9972222222222222
93,0.5125,0.5333333333333333,1037.0736083984375,13.491418838500977,1083.8656005859375,14.7406587600708,0.8875,0.5,-1484.6177978515625,13.174054145812988,0.5,0.9972222222222222,202.59812927246094,0.675,0.9972222222222222
94,0.5125,0.5305555555555556,1053.041259765625,13.475273132324219,1102.3251953125,14.717607498168945,0.8875,0.5,-1491.8983154296875,13.153481483459473,0.5,0.9972222222222222,221.85313415527344,0.7,0.9972222222222222
95,0.5125,0.525,1096.4993896484375,13.500144958496094,1135.645751953125,14.778491020202637,0.8875,0.5,-1493.9127197265625,13.151458740234375,0.5,0.9972222222222222,197.9147491455078,0.7125,0.9972222222222222
96,0.5125,0.525,1127.653564453125,13.461101531982422,1179.41259765625,14.72240924835205,0.8875,0.5,-1495.6934814453125,13.13554573059082,0.5,0.9972222222222222,201.6890869140625,0.675,0.9972222222222222
97,0.5125,0.525,1169.45361328125,13.46322250366211,1221.2449951171875,14.768556594848633,0.8875,0.5,-1495.1981201171875,13.151411056518555,0.5,0.9972222222222222,186.54603576660156,0.675,0.9972222222222222
98,0.525,0.525,1127.3397216796875,13.426353454589844,1175.7239990234375,14.766303062438965,0.8875,0.5,-1501.4638671875,13.140870094299316,0.5,0.9972222222222222,203.02490234375,0.675,0.9972222222222222
99,0.5125,0.5222222222222223,1116.0592041015625,13.49478816986084,1164.891845703125,14.824530601501465,0.8875,0.5,-1507.9517822265625,13.1577787399292,0.5,0.9972222222222222,197.1716766357422,0.6875,0.9972222222222222
100,0.5125,0.5222222222222223,1167.1834716796875,13.477717399597168,1226.502197265625,14.778339385986328,0.8875,0.5,-1505.67431640625,13.133143424987793,0.5,0.9972222222222222,204.52581787109375,0.7375,0.9972222222222222
101,0.5125,0.5222222222222223,1190.1378173828125,13.489439010620117,1240.6142578125,14.827858924865723,0.8875,0.5,-1517.008056640625,13.141571044921875,0.5,0.9972222222222222,259.6073303222656,0.7,0.9972222222222222
102,0.5125,0.5166666666666667,1240.7109375,13.498556137084961,1288.3043212890625,14.817997932434082,0.8875,0.5,-1514.119140625,13.17255687713623,0.5,0.9972222222222222,208.75509643554688,0.675,0.9972222222222222
103,0.5125,0.5166666666666667,1273.30859375,13.485136985778809,1322.1700439453125,14.76522159576416,0.8875,0.5,-1511.5765380859375,13.142925262451172,0.5,0.9972222222222222,229.51129150390625,0.725,0.9972222222222222
104,0.5125,0.5166666666666667,1257.243408203125,13.493097305297852,1307.140625,14.826347351074219,0.8875,0.5,-1521.1961669921875,13.146946907043457,0.5,0.9972222222222222,208.8816375732422,0.725,0.9972222222222222
105,0.5125,0.5138888888888888,1282.760498046875,13.49101734161377,1335.4444580078125,14.76750659942627,0.8875,0.5,-1524.4901123046875,13.173685073852539,0.5,0.9972222222222222,199.1250762939453,0.75,0.9972222222222222
106,0.5125,0.5138888888888888,1314.830322265625,13.51899242401123,1369.332275390625,14.809144973754883,0.8875,0.5,-1527.51953125,13.1482515335083,0.5,0.9972222222222222,207.58367919921875,0.7375,0.9972222222222222
107,0.5125,0.5138888888888888,1341.3504638671875,13.463698387145996,1392.8211669921875,14.800674438476562,0.8875,0.5,-1510.1944580078125,13.173121452331543,0.5,0.9972222222222222,200.21728515625,0.7375,0.9972222222222222
108,0.5125,0.5111111111111111,1291.9456787109375,13.508014678955078,1354.8878173828125,14.781896591186523,0.8875,0.5,-1529.651611328125,13.160406112670898,0.5,0.9972222222222222,214.68087768554688,0.7125,0.9972222222222222
109,0.5125,0.5111111111111111,1290.484619140625,13.512970924377441,1334.430908203125,14.81892204284668,0.8875,0.5,-1535.121337890625,13.161952018737793,0.5,0.9972222222222222,243.55308532714844,0.725,0.9972222222222222
110,0.5125,0.5111111111111111,1353.676025390625,13.48808479309082,1408.2493896484375,14.750188827514648,0.8875,0.5,-1536.5477294921875,13.160087585449219,0.5,0.9972222222222222,236.6385498046875,0.725,0.9972222222222222
111,0.5125,0.5083333333333333,1394.12744140625,13.509322166442871,1444.736572265625,14.770483016967773,0.8875,0.5,-1540.14208984375,13.153681755065918,0.5,0.9972222222222222,245.80775451660156,0.7125,0.9972222222222222
112,0.5125,0.5055555555555555,1406.5257568359375,13.494659423828125,1460.0853271484375,14.841171264648438,0.8875,0.5,-1546.379150390625,13.142569541931152,0.5,0.9972222222222222,232.80422973632812,0.75,0.9972222222222222
113,0.5125,0.5055555555555555,1434.1400146484375,13.529017448425293,1496.3768310546875,14.804706573486328,0.8875,0.5,-1542.4468994140625,13.170276641845703,0.5,0.9972222222222222,208.17153930664062,0.7375,0.9972222222222222
114,0.5125,0.5027777777777778,1444.4490966796875,13.522046089172363,1500.5550537109375,14.869282722473145,0.8875,0.5,-1551.055419921875,13.184646606445312,0.5,0.9972222222222222,230.5145263671875,0.7125,0.9972222222222222
115,0.5125,0.5027777777777778,1484.998779296875,13.560797691345215,1554.1678466796875,14.856508255004883,0.8875,0.5,-1542.2979736328125,13.153239250183105,0.5,0.9972222222222222,260.5312194824219,0.775,0.9972222222222222
116,0.5125,0.5055555555555555,1437.8968505859375,13.49760627746582,1499.6072998046875,14.846891403198242,0.8875,0.5,-1548.21044921875,13.14501667022705,0.5,0.9972222222222222,231.65013122558594,0.75,0.9972222222222222
117,0.5125,0.5027777777777778,1435.475341796875,13.530879020690918,1486.278076171875,14.791129112243652,0.8875,0.5,-1558.868408203125,13.178632736206055,0.5,0.9972222222222222,222.4878387451172,0.75,0.9972222222222222
118,0.5125,0.5055555555555555,1497.4993896484375,13.522967338562012,1561.005859375,14.845542907714844,0.8875,0.5,-1557.417724609375,13.177386283874512,0.5,0.9972222222222222,223.1570587158203,0.7625,0.9972222222222222
119,0.5125,0.5027777777777778,1541.200927734375,13.550521850585938,1604.8016357421875,14.826879501342773,0.8875,0.5,-1557.807373046875,13.1327543258667,0.5,0.9972222222222222,249.12649536132812,0.7625,0.9972222222222222
120,0.5125,0.5027777777777778,1537.5174560546875,13.512409210205078,1592.178466796875,14.801701545715332,0.8875,0.5,-1564.291015625,13.143632888793945,0.5,0.9972222222222222,241.21884155273438,0.75,0.9972222222222222
121,0.5125,0.5027777777777778,1552.6131591796875,13.495744705200195,1611.3465576171875,14.771280288696289,0.8875,0.5,-1562.6187744140625,13.182489395141602,0.5,0.9972222222222222,229.14151000976562,0.7375,0.9972222222222222
